,CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
90448,712658181,72,BROOKLYN,10/21/2021,02:30:00,10/21/2021,02:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/21/2021,25 STREET,UNKNOWN,BLACK,M,32.0,45-64,BLACK,M,984801,179904,40.66047982200007,-73.99801546599997,"(40.66047982200007, -73.99801546599997)",POINT (-73.99801546599997 40.66047982200007)
90556,522738432,84,BROOKLYN,10/21/2021,00:02:00,10/21/2021,00:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,10/21/2021,PACIFIC STREET,25-44,BLACK,M,32.0,25-44,WHITE,F,990141,188391,40.68377279600002,-73.97876100199994,"(40.68377279600002, -73.97876100199994)",POINT (-73.97876100199994 40.68377279600002)
90604,753611012,52,BRONX,10/18/2021,20:54:00,10/18/2021,20:55:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,10/19/2021,KINGSBRIDGE ROAD,,,,11.0,UNKNOWN,UNKNOWN,D,1012627,255339,40.86748377700008,-73.89740337199999,"(40.86748377700008, -73.89740337199999)",POINT (-73.89740337199999 40.86748377700008)
90660,159641505,62,BROOKLYN,10/25/2021,11:20:00,10/25/2021,11:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,10/25/2021,KINGS HIGHWAY,25-44,BLACK,M,34.0,18-24,ASIAN / PACIFIC ISLANDER,F,991748,161085,40.60882250200007,-73.97299718899995,"(40.608822502000066, -73.97299718899995)",POINT (-73.97299718899995 40.608822502000066)
90730,330283450,52,BRONX,10/24/2021,00:24:00,10/24/2021,00:27:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/24/2021,205 ST.-NORWOOD,18-24,BLACK,M,11.0,25-44,WHITE HISPANIC,M,1017650,257603,40.87368018400008,-73.87923126699997,"(40.87368018400008, -73.87923126699997)",POINT (-73.87923126699997 40.87368018400008)
90781,145518422,28,MANHATTAN,10/21/2021,05:19:00,10/21/2021,05:22:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/21/2021,116 STREET,18-24,BLACK HISPANIC,M,3.0,UNKNOWN,UNKNOWN,E,998181,231480,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",POINT (-73.94968294499995 40.80203233000003)
90870,888785435,115,QUEENS,10/19/2021,10:30:00,10/19/2021,10:39:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS NORTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,10/19/2021,82 ST.-JACKSON HEIGHTS,,,,20.0,<18,WHITE HISPANIC,F,1018623,214936,40.75656758500002,-73.87593153399997,"(40.75656758500002, -73.87593153399997)",POINT (-73.87593153399997 40.75656758500002)
90908,108244277,90,BROOKLYN,10/24/2021,05:30:00,10/24/2021,06:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN NORTH,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,10/24/2021,MARCY AVENUE,UNKNOWN,UNKNOWN,U,33.0,25-44,BLACK,M,995921,197378,40.70843429200004,-73.95790520999998,"(40.70843429200004, -73.95790520999998)",POINT (-73.95790520999998 40.70843429200004)
90923,391296512,28,MANHATTAN,10/20/2021,16:00:00,10/20/2021,16:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,10/20/2021,116 STREET,,,,3.0,25-44,BLACK,F,998181,231480,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",POINT (-73.94968294499995 40.80203233000003)
91009,952885137,112,QUEENS,10/20/2021,16:40:00,10/20/2021,16:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,10/20/2021,UNION TURNPIKE-KEW GARDENS,UNKNOWN,BLACK,M,20.0,25-44,WHITE HISPANIC,F,1025401,202586,40.722640996000045,-73.85154182199994,"(40.722640996000045, -73.85154182199994)",POINT (-73.85154182199994 40.722640996000045)
91011,337085547,83,BROOKLYN,10/18/2021,09:40:00,10/18/2021,09:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,10/18/2021,WILSON AVENUE,UNKNOWN,UNKNOWN,U,33.0,UNKNOWN,UNKNOWN,D,1010584,190287,40.688939670000025,-73.90504485399998,"(40.688939670000025, -73.90504485399998)",POINT (-73.90504485399998 40.688939670000025)
91036,986989639,101,QUEENS,10/21/2021,03:58:00,10/21/2021,04:06:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO QUEENS SOUTH,384.0,"ROBBERY,POCKETBOOK/CARRIED BAG",TRANSIT - NYC SUBWAY,10/21/2021,BEACH 25 STREET,25-44,BLACK,M,23.0,25-44,WHITE HISPANIC,F,1053639,158980,40.60277623000008,-73.75011736499994,"(40.602776230000075, -73.75011736499994)",POINT (-73.75011736499994 40.602776230000075)
91082,635809584,7,MANHATTAN,10/22/2021,07:40:00,10/22/2021,07:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN SOUTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,10/22/2021,EAST BROADWAY,UNKNOWN,UNKNOWN,U,4.0,25-44,ASIAN / PACIFIC ISLANDER,F,986970,199426,40.71406284500005,-73.99018982499997,"(40.71406284500005, -73.99018982499997)",POINT (-73.99018982499997 40.71406284500005)
91095,328227748,14,MANHATTAN,10/19/2021,12:37:00,10/19/2021,12:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,10/19/2021,42 ST.-PORT AUTHORITY BUS TERM,45-64,BLACK,M,1.0,UNKNOWN,UNKNOWN,E,987341,215631,40.75854145200003,-73.988844106,"(40.75854145200003, -73.988844106)",POINT (-73.988844106 40.75854145200003)
91219,504152808,110,QUEENS,10/23/2021,03:00:00,10/23/2021,03:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO QUEENS NORTH,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,10/23/2021,WILLETS POINT-SHEA STADIUM,25-44,BLACK,M,20.0,25-44,WHITE HISPANIC,M,1019164,210169,40.743481264000025,-73.87400353699996,"(40.743481264000025, -73.87400353699996)",POINT (-73.87400353699996 40.743481264000025)
91280,780210359,52,BRONX,10/17/2021,23:20:00,10/17/2021,23:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,384.0,"ROBBERY,POCKETBOOK/CARRIED BAG",TRANSIT - NYC SUBWAY,10/18/2021,205 ST.-NORWOOD,18-24,BLACK,M,11.0,45-64,BLACK,M,1017650,257603,40.87368018400008,-73.87923126699997,"(40.87368018400008, -73.87923126699997)",POINT (-73.87923126699997 40.87368018400008)
91281,284674899,49,BRONX,10/21/2021,16:11:00,10/21/2021,16:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,10/21/2021,GUN HILL ROAD,,,,12.0,UNKNOWN,UNKNOWN,D,1026729,256481,40.87056161800007,-73.84640992199996,"(40.87056161800007, -73.84640992199996)",POINT (-73.84640992199996 40.87056161800007)
91307,998186891,44,BRONX,08/31/2021,10:26:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,343,MISDEMEANOR,,THEFT OF SERVICES,,PATROL BORO BRONX,475.0,UNAUTH. SALE OF TRANS. SERVICE,TRANSIT - NYC SUBWAY,10/20/2021,170 STREET,25-44,BLACK,M,11.0,UNKNOWN,UNKNOWN,E,1008110,244858,40.83872992300008,-73.91377204099996,"(40.83872992300008, -73.91377204099996)",POINT (-73.91377204099996 40.83872992300008)
91324,316329059,26,MANHATTAN,09/18/2021,15:13:00,09/22/2021,14:48:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,10/19/2021,125 STREET,25-44,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,997374,234664,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",POINT (-73.95259158999993 40.81077276700007)
91333,575892590,28,MANHATTAN,10/20/2021,22:40:00,10/20/2021,22:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN NORTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,10/21/2021,110 ST.-CENTRAL PARK NORTH,45-64,BLACK,M,3.0,25-44,WHITE,M,997412,230102,40.79825127500004,-73.95246325899996,"(40.79825127500004, -73.95246325899996)",POINT (-73.95246325899996 40.79825127500004)
91362,147049118,68,BROOKLYN,10/20/2021,05:30:00,10/20/2021,06:32:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,126,FELONY,,MISCELLANEOUS PENAL LAW,,PATROL BORO BKLYN SOUTH,640.0,AGGRAVATED HARASSMENT 1,TRANSIT - NYC SUBWAY,10/20/2021,FORT HAMILTON PKWY,UNKNOWN,UNKNOWN,M,34.0,UNKNOWN,UNKNOWN,D,982301,169571,40.63211776600008,-74.00702326899994,"(40.63211776600008, -74.00702326899994)",POINT (-74.00702326899994 40.63211776600008)
91372,226598681,14,MANHATTAN,10/24/2021,20:25:00,10/24/2021,20:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,126,FELONY,,MISCELLANEOUS PENAL LAW,,PATROL BORO MAN SOUTH,117.0,RECKLESS ENDANGERMENT 1,TRANSIT - NYC SUBWAY,10/24/2021,42 ST.-GRAND CENTRAL,25-44,WHITE,M,4.0,45-64,BLACK,F,990886,213048,40.75144982400008,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",POINT (-73.97605054499998 40.751449824000076)
91431,923043141,49,BRONX,10/23/2021,18:00:00,10/23/2021,18:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,10/24/2021,MORRIS PARK,18-24,BLACK,M,12.0,<18,BLACK,M,1022951,250689,40.85468171700006,-73.86010347599995,"(40.85468171700006, -73.86010347599995)",POINT (-73.86010347599995 40.85468171700006)
91456,196292755,40,BRONX,10/24/2021,09:28:00,10/24/2021,09:33:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,10/24/2021,138 ST.-GRAND CONCOURSE,25-44,BLACK,M,11.0,18-24,WHITE HISPANIC,F,1003517,235593,40.81331135300008,-73.93039761899996,"(40.81331135300008, -73.93039761899996)",POINT (-73.93039761899996 40.81331135300008)
91536,235763245,76,BROOKLYN,10/19/2021,07:45:00,10/19/2021,08:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,10/19/2021,SMITH-9 STREETS,45-64,WHITE,M,30.0,45-64,ASIAN / PACIFIC ISLANDER,F,984869,185103,40.67474991700004,-73.99776989499998,"(40.67474991700004, -73.99776989499998)",POINT (-73.99776989499998 40.67474991700004)
91583,140511300,90,BROOKLYN,10/25/2021,15:00:00,10/25/2021,15:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN NORTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,10/25/2021,GRAND STREET,UNKNOWN,UNKNOWN,M,33.0,18-24,WHITE HISPANIC,F,1000693,198669,40.711970200000046,-73.94068989099996,"(40.711970200000046, -73.94068989099996)",POINT (-73.94068989099996 40.711970200000046)
91623,939050257,94,BROOKLYN,10/19/2021,16:00:00,10/19/2021,16:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BKLYN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,10/19/2021,LORIMER STREET,UNKNOWN,UNKNOWN,U,33.0,<18,BLACK,F,998285,199434,40.71407409000005,-73.94937419199994,"(40.71407409000005, -73.94937419199994)",POINT (-73.94937419199994 40.71407409000005)
91656,207727921,26,MANHATTAN,06/22/2021,19:38:00,06/30/2021,07:57:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,10/19/2021,125 STREET,25-44,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,997374,234664,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",POINT (-73.95259158999993 40.81077276700007)
91660,191989290,41,BRONX,10/20/2021,17:00:00,10/20/2021,17:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,10/20/2021,EAST 149 STREET,UNKNOWN,UNKNOWN,M,12.0,45-64,BLACK,M,1010774,235171,40.81213427400007,-73.90418271399994,"(40.81213427400007, -73.90418271399994)",POINT (-73.90418271399994 40.81213427400007)
91727,635722923,104,QUEENS,10/23/2021,05:35:00,10/23/2021,05:41:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS NORTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/23/2021,MYRTLE/WYCKOFF AVENUES,UNKNOWN,BLACK,M,33.0,45-64,BLACK,M,1013701,195936,40.70443503000007,-73.89378071399994,"(40.70443503000007, -73.89378071399994)",POINT (-73.89378071399994 40.70443503000007)
91846,453563094,17,MANHATTAN,10/18/2021,19:24:00,10/18/2021,19:24:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,277.0,RECKLESS ENDANGERMENT OF PROPE,TRANSIT - NYC SUBWAY,10/18/2021,51 STREET,<18,BLACK HISPANIC,M,4.0,UNKNOWN,UNKNOWN,D,992033,215119,40.75713325800007,-73.97190835199996,"(40.75713325800007, -73.97190835199996)",POINT (-73.97190835199996 40.75713325800007)
91884,232148873,17,MANHATTAN,10/19/2021,08:30:00,10/19/2021,08:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,406.0,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",TRANSIT - NYC SUBWAY,10/19/2021,51 STREET,UNKNOWN,UNKNOWN,U,4.0,25-44,WHITE,F,992033,215119,40.75713325800007,-73.97190835199996,"(40.75713325800007, -73.97190835199996)",POINT (-73.97190835199996 40.75713325800007)
91980,921047124,17,MANHATTAN,10/18/2021,12:20:00,10/18/2021,12:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,639.0,AGGRAVATED HARASSMENT 2,TRANSIT - NYC SUBWAY,10/18/2021,LEXINGTON AVENUE,25-44,BLACK,M,4.0,25-44,ASIAN / PACIFIC ISLANDER,F,992286,215574,40.758381891000056,-73.97099459299993,"(40.758381891000056, -73.97099459299993)",POINT (-73.97099459299993 40.758381891000056)
92017,832504076,1,MANHATTAN,10/24/2021,02:30:00,10/24/2021,03:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN SOUTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,10/24/2021,CHAMBERS ST.-WORLD TRADE CENTE,UNKNOWN,UNKNOWN,U,2.0,45-64,BLACK,M,981349,198508,40.71154309400004,-74.01046557799998,"(40.71154309400004, -74.01046557799998)",POINT (-74.01046557799998 40.71154309400004)
92051,902666969,69,BROOKLYN,10/21/2021,07:00:00,10/21/2021,07:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN SOUTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,10/21/2021,ROCKAWAY PKWY-CANARSIE,UNKNOWN,UNKNOWN,M,33.0,<18,BLACK,F,1011359,174331,40.645141680000044,-73.90231447799994,"(40.645141680000044, -73.90231447799994)",POINT (-73.90231447799994 40.645141680000044)
92098,375757337,14,MANHATTAN,10/23/2021,00:15:00,10/23/2021,00:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO MAN SOUTH,793.0,WEAPONS POSSESSION 3,TRANSIT - NYC SUBWAY,10/23/2021,34 ST.-PENN STATION,25-44,WHITE,F,2.0,UNKNOWN,UNKNOWN,E,986061,213320,40.75219869800003,-73.99346504499994,"(40.75219869800003, -73.99346504499994)",POINT (-73.99346504499994 40.75219869800003)
92112,328524680,71,BROOKLYN,10/20/2021,18:30:00,10/20/2021,19:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,10/21/2021,PARKSIDE AVENUE,UNKNOWN,WHITE HISPANIC,M,32.0,UNKNOWN,UNKNOWN,E,994827,177870,40.65489063900003,-73.96188178399994,"(40.65489063900003, -73.96188178399994)",POINT (-73.96188178399994 40.65489063900003)
92177,386149134,28,MANHATTAN,07/04/2021,11:34:00,07/04/2021,11:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,10/19/2021,116 STREET,25-44,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,998181,231480,40.80203233000003,-73.94968294499995,"(40.80203233000003, -73.94968294499995)",POINT (-73.94968294499995 40.80203233000003)
92179,865477685,33,MANHATTAN,10/20/2021,08:00:00,10/20/2021,08:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,10/21/2021,168 ST.-WASHINGTON HTS.,25-44,BLACK HISPANIC,M,3.0,<18,BLACK HISPANIC,F,1000916,245710,40.84108492100006,-73.93976883999993,"(40.84108492100006, -73.93976883999993)",POINT (-73.93976883999993 40.84108492100006)
92192,919816282,13,MANHATTAN,10/23/2021,16:10:00,10/23/2021,16:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",TRANSIT - NYC SUBWAY,10/24/2021,UNION SQUARE,UNKNOWN,UNKNOWN,U,4.0,65+,WHITE HISPANIC,F,986546,207135,40.73522230400005,-73.99171665499993,"(40.73522230400005, -73.99171665499993)",POINT (-73.99171665499993 40.73522230400005)
92213,100292135,14,MANHATTAN,10/21/2021,23:51:00,10/22/2021,00:28:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,10/22/2021,42 STREET,25-44,BLACK,M,1.0,25-44,WHITE HISPANIC,M,988650,214286,40.75484921500004,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",POINT (-73.98411999099994 40.754849215000036)
92265,663492418,48,BRONX,10/23/2021,18:50:00,10/23/2021,18:52:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO BRONX,109.0,"ASSAULT 2,1,UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/23/2021,EAST TREMONT AVE.-WEST FARMS S,18-24,WHITE HISPANIC,M,12.0,25-44,WHITE HISPANIC,M,1017426,245419,40.840239620000034,-73.88010152199998,"(40.840239620000034, -73.88010152199998)",POINT (-73.88010152199998 40.840239620000034)
92284,971433871,30,MANHATTAN,10/18/2021,02:15:00,10/18/2021,02:16:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN NORTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,10/18/2021,145 STREET,45-64,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,997963,240371,40.82643598300007,-73.95045219299993,"(40.82643598300007, -73.95045219299993)",POINT (-73.95045219299993 40.82643598300007)
92313,995828731,73,BROOKLYN,10/22/2021,00:38:00,10/22/2021,01:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,10/22/2021,SARATOGA AVENUE,25-44,BLACK,F,32.0,25-44,BLACK,F,1007700,180317,40.661582383000045,-73.91547882099997,"(40.661582383000045, -73.91547882099997)",POINT (-73.91547882099997 40.661582383000045)
92420,431720433,1,MANHATTAN,10/23/2021,23:50:00,10/23/2021,23:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,10/24/2021,CHAMBERS STREET,45-64,BLACK,M,2.0,18-24,BLACK,F,981689,199960,40.71552859400003,-74.00923972499999,"(40.71552859400003, -74.00923972499999)",POINT (-74.00923972499999 40.71552859400003)
92422,617770199,1,MANHATTAN,10/19/2021,05:30:00,10/19/2021,05:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,10/19/2021,WALL STREET,UNKNOWN,BLACK,M,2.0,18-24,BLACK,F,981615,196630,40.706388512000046,-74.00950535999993,"(40.706388512000046, -74.00950535999993)",POINT (-74.00950535999993 40.706388512000046)
92527,850916907,83,BROOKLYN,10/19/2021,09:30:00,10/19/2021,09:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BKLYN NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,10/19/2021,CENTRAL AVENUE,UNKNOWN,UNKNOWN,U,33.0,45-64,ASIAN / PACIFIC ISLANDER,M,1005002,193623,40.698111063000056,-73.92516244999997,"(40.698111063000056, -73.92516244999997)",POINT (-73.92516244999997 40.698111063000056)
92534,369169957,83,BROOKLYN,10/23/2021,04:26:00,10/23/2021,05:02:00,ATTEMPTED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN NORTH,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",TRANSIT - NYC SUBWAY,10/23/2021,BUSHWICK AVE.-ABERDEEN ST.,25-44,WHITE HISPANIC,M,33.0,45-64,WHITE HISPANIC,M,1010421,187901,40.68239113100003,-73.90564187499997,"(40.68239113100003, -73.90564187499997)",POINT (-73.90564187499997 40.68239113100003)
92556,791151426,1,MANHATTAN,10/20/2021,13:55:00,10/20/2021,14:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,10/20/2021,BROADWAY/NASSAU,,,,2.0,UNKNOWN,UNKNOWN,E,982103,198029,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",POINT (-74.00774568899999 40.71022856800005)
